job_id,arrival_time_min,completion_due_nominal_min,completion_due_observed_min,due_slack_nominal_min,due_slack_observed_min,base_priority_slack_min,fixed_appointment_min,fixed_commodity_min,fixed_moisture_min,fixed_shift_min,fixed_regime_min,random_instance_min,random_shift_min,random_idio_min,nominal_processing_lb_min,shift_bucket
J0055,464,764,800,300,336,300,6,0,9,0,18,3.7728,1.5275,-2.1992,53,MID
J0056,467,737,746,270,279,270,-8,0,0,0,18,3.7728,1.5275,-6.1221,49,MID
J0057,469,769,790,300,321,300,-8,10,9,0,18,3.7728,1.5275,-13.4594,53,MID
J0058,472,712,717,240,245,240,-8,0,0,0,18,3.7728,1.5275,-9.8174,48,MID
J0059,479,779,807,300,328,300,-8,10,0,0,18,3.7728,1.5275,2.5811,47,MID
J0060,484,784,782,300,298,300,-8,0,0,-12,18,3.7728,0.4353,-4.6747,45,LATE
J0061,486,756,744,270,258,270,-8,10,0,-12,18,3.7728,0.4353,-23.7452,48,LATE
J0062,492,732,734,240,242,240,-8,10,0,-12,18,3.7728,0.4353,-10.487,49,LATE
J0063,495,735,744,240,249,240,-8,10,9,-12,18,3.7728,0.4353,-12.0165,51,LATE
J0064,509,779,814,270,305,270,6,0,0,-12,18,3.7728,0.4353,18.6564,48,LATE
