job_id,op_seq,machine_id,proc_time_min,setup_included
J0009,3,HOP6,29,1
J0009,4,WB1,7,1
J0009,4,WB2,6,1
J0009,4,WB3,6,1
J0009,4,WB4,7,1
J0010,1,WB1,8,1
J0010,1,WB2,7,1
J0010,1,WB3,11,1
J0010,1,WB4,8,1
J0010,2,LAB1,13,1
J0010,2,LAB2,18,1
J0010,2,LAB3,13,1
J0010,3,HOP1,32,1
J0010,3,HOP2,25,1
J0010,3,HOP6,27,1
J0010,4,WB1,7,1
J0010,4,WB2,6,1
J0010,4,WB3,6,1
J0010,4,WB4,6,1
J0011,1,WB1,8,1
J0011,1,WB2,8,1
J0011,1,WB3,9,1
J0011,1,WB4,7,1
J0011,2,LAB1,14,1
J0011,2,LAB2,14,1
J0011,2,LAB3,14,1
J0011,3,HOP1,33,1
J0011,3,HOP2,27,1
J0011,3,HOP6,27,1
J0011,4,WB1,5,1
J0011,4,WB2,6,1
J0011,4,WB3,8,1
J0011,4,WB4,6,1
J0012,1,WB1,8,1
J0012,1,WB2,8,1
J0012,1,WB3,8,1
J0012,1,WB4,7,1
J0012,2,LAB1,11,1
J0012,2,LAB2,13,1
J0012,2,LAB3,13,1
J0012,3,HOP1,35,1
J0012,3,HOP3,35,1
J0012,3,HOP4,26,1
J0012,3,HOP6,28,1
J0012,4,WB1,7,1
J0012,4,WB2,7,1
J0012,4,WB3,6,1
J0012,4,WB4,7,1
J0013,1,WB1,9,1
J0013,1,WB2,7,1
J0013,1,WB3,9,1
J0013,1,WB4,8,1
J0013,2,LAB1,14,1
J0013,2,LAB2,13,1
J0013,2,LAB3,15,1
J0013,3,HOP1,32,1
J0013,3,HOP2,28,1
J0013,3,HOP6,23,1
J0013,4,WB1,6,1
J0013,4,WB2,6,1
J0013,4,WB3,6,1
J0013,4,WB4,6,1
J0014,1,WB1,8,1
J0014,1,WB2,7,1
J0014,1,WB3,9,1
J0014,1,WB4,8,1
J0014,2,LAB1,13,1
J0014,2,LAB2,18,1
J0014,2,LAB3,15,1
J0014,3,HOP1,30,1
J0014,3,HOP2,28,1
J0014,3,HOP6,24,1
J0014,4,WB1,7,1
J0014,4,WB2,6,1
J0014,4,WB3,6,1
J0014,4,WB4,6,1
J0015,1,WB1,7,1
J0015,1,WB2,7,1
J0015,1,WB3,8,1
J0015,1,WB4,9,1
J0015,2,LAB1,12,1
J0015,2,LAB2,13,1
J0015,2,LAB3,13,1
J0015,3,HOP1,33,1
J0015,3,HOP2,31,1
J0015,3,HOP6,24,1
J0015,4,WB1,7,1
J0015,4,WB2,6,1
J0015,4,WB3,6,1
J0015,4,WB4,7,1
J0016,1,WB1,7,1
J0016,1,WB2,8,1
J0016,1,WB3,7,1
J0016,1,WB4,8,1
J0016,2,LAB1,14,1
J0016,2,LAB2,14,1
J0016,2,LAB3,14,1
J0016,3,HOP1,31,1
J0016,3,HOP2,26,1
J0016,3,HOP6,25,1
J0016,4,WB1,7,1
J0016,4,WB2,6,1
J0016,4,WB3,6,1
J0016,4,WB4,6,1
J0017,1,WB1,9,1
J0017,1,WB2,9,1
J0017,1,WB3,7,1
J0017,1,WB4,8,1
J0017,2,LAB1,12,1
J0017,2,LAB2,15,1
J0017,2,LAB3,11,1
J0017,3,HOP1,30,1
J0017,3,HOP3,31,1
J0017,3,HOP4,29,1
J0017,3,HOP6,25,1
J0017,4,WB1,7,1
J0017,4,WB2,6,1
J0017,4,WB3,6,1
J0017,4,WB4,6,1
J0018,1,WB1,8,1
J0018,1,WB2,7,1
J0018,1,WB3,8,1
J0018,1,WB4,8,1
J0018,2,LAB1,12,1
J0018,2,LAB2,12,1
J0018,2,LAB3,15,1
J0018,3,HOP1,40,1
J0018,3,HOP3,33,1
J0018,3,HOP4,25,1
J0018,3,HOP6,26,1
J0018,4,WB1,7,1
J0018,4,WB2,6,1
J0018,4,WB3,8,1
J0018,4,WB4,6,1
J0019,1,WB1,8,1
J0019,1,WB2,8,1
J0019,1,WB3,7,1
J0019,1,WB4,7,1
J0019,2,LAB1,12,1
J0019,2,LAB2,14,1
J0019,2,LAB3,13,1
J0019,3,HOP1,30,1
J0019,3,HOP2,25,1
J0019,3,HOP6,24,1
J0019,4,WB1,5,1
J0019,4,WB2,5,1
J0019,4,WB3,8,1
J0019,4,WB4,6,1
J0020,1,WB1,8,1
J0020,1,WB2,9,1
J0020,1,WB3,7,1
J0020,1,WB4,7,1
J0020,2,LAB1,17,1
J0020,2,LAB2,15,1
J0020,2,LAB3,16,1
J0020,3,HOP1,34,1
J0020,3,HOP2,31,1
J0020,3,HOP6,28,1
J0020,4,WB1,5,1
J0020,4,WB2,8,1
J0020,4,WB3,7,1
J0020,4,WB4,7,1
J0021,1,WB1,7,1
J0021,1,WB2,7,1
J0021,1,WB3,9,1
J0021,1,WB4,7,1
J0021,2,LAB1,17,1
J0021,2,LAB2,18,1
J0021,2,LAB3,16,1
J0021,3,HOP1,34,1
J0021,3,HOP2,26,1
J0021,3,HOP6,27,1
J0021,4,WB1,5,1
J0021,4,WB2,6,1
J0021,4,WB3,8,1
J0021,4,WB4,6,1
J0022,1,WB1,7,1
J0022,1,WB2,7,1
J0022,1,WB3,8,1
J0022,1,WB4,8,1
J0022,2,LAB1,13,1
J0022,2,LAB2,13,1
J0022,2,LAB3,15,1
J0022,3,HOP1,35,1
J0022,3,HOP2,27,1
J0022,3,HOP6,29,1
J0022,4,WB1,6,1
J0022,4,WB2,6,1
J0022,4,WB3,8,1
J0022,4,WB4,6,1
J0023,1,WB1,8,1
J0023,1,WB2,9,1
J0023,1,WB3,7,1
J0023,1,WB4,8,1
J0023,2,LAB1,11,1
J0023,2,LAB2,13,1
J0023,2,LAB3,11,1
J0023,3,HOP1,26,1
J0023,3,HOP3,30,1
J0023,3,HOP4,24,1
J0023,3,HOP6,23,1
J0023,4,WB1,5,1
J0023,4,WB2,6,1
J0023,4,WB3,8,1
J0023,4,WB4,6,1
J0024,1,WB1,7,1
J0024,1,WB2,7,1
J0024,1,WB3,10,1
J0024,1,WB4,8,1
J0024,2,LAB1,14,1
J0024,2,LAB2,16,1
J0024,2,LAB3,15,1
J0024,3,HOP1,30,1
J0024,3,HOP2,31,1
J0024,3,HOP6,27,1
J0024,4,WB1,6,1
J0024,4,WB2,6,1
J0024,4,WB3,6,1
J0024,4,WB4,6,1
J0025,1,WB1,8,1
J0025,1,WB2,7,1
J0025,1,WB3,8,1
J0025,1,WB4,7,1
J0025,2,LAB1,14,1
J0025,2,LAB2,13,1
J0025,2,LAB3,14,1
J0025,3,HOP1,29,1
J0025,3,HOP2,25,1
J0025,3,HOP6,26,1
J0025,4,WB1,5,1
J0025,4,WB2,7,1
J0025,4,WB3,6,1
J0025,4,WB4,6,1
J0026,1,WB1,7,1
J0026,1,WB2,7,1
J0026,1,WB3,8,1
J0026,1,WB4,8,1
J0026,2,LAB1,14,1
J0026,2,LAB2,13,1
J0026,2,LAB3,13,1
J0026,3,HOP1,29,1
J0026,3,HOP2,28,1
J0026,3,HOP6,26,1
J0026,4,WB1,6,1
J0026,4,WB2,6,1
J0026,4,WB3,6,1
J0026,4,WB4,6,1
J0027,1,WB1,8,1
J0027,1,WB2,7,1
J0027,1,WB3,8,1
J0027,1,WB4,9,1
J0027,2,LAB1,15,1
J0027,2,LAB2,16,1
J0027,2,LAB3,17,1
J0027,3,HOP1,30,1
J0027,3,HOP3,33,1
J0027,3,HOP4,30,1
J0027,3,HOP6,25,1
J0027,4,WB1,8,1
J0027,4,WB2,5,1
J0027,4,WB3,6,1
J0027,4,WB4,6,1
J0028,1,WB1,9,1
J0028,1,WB2,9,1
J0028,1,WB3,10,1
J0028,1,WB4,8,1
J0028,2,LAB1,15,1
J0028,2,LAB2,13,1
J0028,2,LAB3,16,1
J0028,3,HOP1,38,1
J0028,3,HOP3,41,1
J0028,3,HOP4,34,1
J0028,3,HOP6,26,1
J0028,4,WB1,7,1
J0028,4,WB2,6,1
J0028,4,WB3,6,1
J0028,4,WB4,6,1
J0029,1,WB1,7,1
J0029,1,WB2,7,1
J0029,1,WB3,7,1
J0029,1,WB4,8,1
J0029,2,LAB1,13,1
J0029,2,LAB2,13,1
J0029,2,LAB3,12,1
J0029,3,HOP1,28,1
J0029,3,HOP2,24,1
J0029,3,HOP6,22,1
J0029,4,WB1,7,1
J0029,4,WB2,6,1
J0029,4,WB3,6,1
J0029,4,WB4,6,1
J0030,1,WB1,9,1
J0030,1,WB2,8,1
J0030,1,WB3,9,1
J0030,1,WB4,8,1
J0030,2,LAB1,15,1
J0030,2,LAB2,15,1
J0030,2,LAB3,15,1
J0030,3,HOP1,41,1
J0030,3,HOP3,37,1
J0030,3,HOP4,32,1
J0030,3,HOP6,32,1
J0030,4,WB1,7,1
J0030,4,WB2,6,1
J0030,4,WB3,6,1
J0030,4,WB4,6,1
J0031,1,WB1,8,1
J0031,1,WB2,7,1
J0031,1,WB3,8,1
J0031,1,WB4,8,1
J0031,2,LAB1,15,1
J0031,2,LAB2,12,1
J0031,2,LAB3,13,1
J0031,3,HOP1,28,1
J0031,3,HOP3,29,1
J0031,3,HOP4,20,1
J0031,3,HOP6,22,1
J0031,4,WB1,6,1
J0031,4,WB2,6,1
J0031,4,WB3,7,1
J0031,4,WB4,7,1
J0032,1,WB1,7,1
J0032,1,WB2,7,1
J0032,1,WB3,8,1
J0032,1,WB4,6,1
J0032,2,LAB1,17,1
J0032,2,LAB2,16,1
J0032,2,LAB3,18,1
J0032,3,HOP1,37,1
J0032,3,HOP2,30,1
J0032,3,HOP6,28,1
J0032,4,WB1,7,1
J0032,4,WB2,6,1
J0032,4,WB3,6,1
J0032,4,WB4,7,1
J0033,1,WB1,7,1
J0033,1,WB2,7,1
J0033,1,WB3,9,1
J0033,1,WB4,8,1
J0033,2,LAB1,14,1
J0033,2,LAB2,10,1
J0033,2,LAB3,11,1
J0033,3,HOP3,30,1
J0033,3,HOP5,29,1
J0033,3,HOP6,25,1
J0033,4,WB1,7,1
J0033,4,WB2,6,1
J0033,4,WB3,6,1
J0033,4,WB4,8,1
J0034,1,WB1,9,1
J0034,1,WB2,7,1
J0034,1,WB3,8,1
J0034,1,WB4,8,1
J0034,2,LAB1,18,1
J0034,2,LAB2,20,1
J0034,2,LAB3,15,1
J0034,3,HOP1,36,1
J0034,3,HOP2,32,1
J0034,3,HOP6,28,1
J0034,4,WB1,7,1
J0034,4,WB2,6,1
J0034,4,WB3,7,1
J0034,4,WB4,6,1
J0035,1,WB1,8,1
J0035,1,WB2,8,1
J0035,1,WB3,8,1
J0035,1,WB4,8,1
J0035,2,LAB1,12,1
J0035,2,LAB2,10,1
J0035,2,LAB3,12,1
J0035,3,HOP1,28,1
J0035,3,HOP3,28,1
J0035,3,HOP4,23,1
J0035,3,HOP6,21,1
J0035,4,WB1,6,1
J0035,4,WB2,6,1
J0035,4,WB3,6,1
J0035,4,WB4,6,1
J0036,1,WB1,8,1
J0036,1,WB2,7,1
J0036,1,WB3,8,1
J0036,1,WB4,8,1
J0036,2,LAB1,14,1
J0036,2,LAB2,15,1
J0036,2,LAB3,16,1
J0036,3,HOP1,38,1
J0036,3,HOP3,34,1
J0036,3,HOP4,27,1
J0036,3,HOP6,27,1
J0036,4,WB1,6,1
J0036,4,WB2,6,1
J0036,4,WB3,6,1
J0036,4,WB4,7,1
J0037,1,WB1,9,1
J0037,1,WB2,7,1
J0037,1,WB3,8,1
J0037,1,WB4,8,1
J0037,2,LAB1,15,1
J0037,2,LAB2,17,1
J0037,2,LAB3,15,1
J0037,3,HOP1,32,1
J0037,3,HOP3,35,1
J0037,3,HOP4,31,1
J0037,3,HOP6,29,1
J0037,4,WB1,7,1
J0037,4,WB2,6,1
J0037,4,WB3,8,1
J0037,4,WB4,6,1
J0038,1,WB1,8,1
J0038,1,WB2,7,1
J0038,1,WB3,8,1
J0038,1,WB4,8,1
J0038,2,LAB1,13,1
J0038,2,LAB2,10,1
J0038,2,LAB3,11,1
J0038,3,HOP1,26,1
J0038,3,HOP3,29,1
J0038,3,HOP4,23,1
J0038,3,HOP6,23,1
J0038,4,WB1,6,1
J0038,4,WB2,6,1
J0038,4,WB3,6,1
J0038,4,WB4,6,1
J0039,1,WB1,8,1
J0039,1,WB2,8,1
J0039,1,WB3,8,1
J0039,1,WB4,8,1
J0039,2,LAB1,15,1
J0039,2,LAB2,14,1
J0039,2,LAB3,15,1
J0039,3,HOP1,37,1
J0039,3,HOP3,37,1
J0039,3,HOP4,31,1
J0039,3,HOP6,29,1
J0039,4,WB1,5,1
J0039,4,WB2,7,1
J0039,4,WB3,6,1
J0039,4,WB4,7,1
J0040,1,WB1,7,1
J0040,1,WB2,8,1
J0040,1,WB3,7,1
J0040,1,WB4,7,1
J0040,2,LAB1,16,1
J0040,2,LAB2,20,1
J0040,2,LAB3,15,1
J0040,3,HOP1,32,1
J0040,3,HOP2,26,1
J0040,3,HOP6,25,1
J0040,4,WB1,5,1
J0040,4,WB2,6,1
J0040,4,WB3,6,1
J0040,4,WB4,6,1
J0041,1,WB1,9,1
J0041,1,WB2,8,1
J0041,1,WB3,8,1
J0041,1,WB4,7,1
J0041,2,LAB1,12,1
J0041,2,LAB2,12,1
J0041,2,LAB3,13,1
J0041,3,HOP1,33,1
J0041,3,HOP3,36,1
J0041,3,HOP4,26,1
J0041,3,HOP6,27,1
J0041,4,WB1,8,1
J0041,4,WB2,6,1
J0041,4,WB3,6,1
J0041,4,WB4,7,1
J0042,1,WB1,8,1
J0042,1,WB2,7,1
J0042,1,WB3,8,1
J0042,1,WB4,8,1
J0042,2,LAB1,13,1
J0042,2,LAB2,14,1
J0042,2,LAB3,13,1
J0042,3,HOP3,33,1
J0042,3,HOP5,34,1
J0042,3,HOP6,28,1
J0042,4,WB1,6,1
J0042,4,WB2,6,1
J0042,4,WB3,6,1
J0042,4,WB4,6,1
J0043,1,WB1,8,1
J0043,1,WB2,7,1
J0043,1,WB3,7,1
J0043,1,WB4,7,1
J0043,2,LAB1,11,1
J0043,2,LAB2,12,1
J0043,2,LAB3,12,1
J0043,3,HOP1,27,1
J0043,3,HOP3,29,1
J0043,3,HOP4,23,1
J0043,3,HOP6,21,1
J0043,4,WB1,5,1
J0043,4,WB2,6,1
J0043,4,WB3,7,1
J0043,4,WB4,7,1
J0044,1,WB1,7,1
J0044,1,WB2,7,1
J0044,1,WB3,10,1
J0044,1,WB4,7,1
J0044,2,LAB1,14,1
J0044,2,LAB2,14,1
J0044,2,LAB3,13,1
J0044,3,HOP3,31,1
J0044,3,HOP5,34,1
J0044,3,HOP6,27,1
J0044,4,WB1,6,1
J0044,4,WB2,6,1
J0044,4,WB3,7,1
J0044,4,WB4,6,1
J0045,1,WB1,8,1
J0045,1,WB2,7,1
J0045,1,WB3,8,1
J0045,1,WB4,8,1
J0045,2,LAB1,9,1
J0045,2,LAB2,11,1
J0045,2,LAB3,10,1
J0045,3,HOP3,24,1
J0045,3,HOP5,29,1
J0045,3,HOP6,21,1
J0045,4,WB1,7,1
J0045,4,WB2,6,1
J0045,4,WB3,6,1
J0045,4,WB4,6,1
J0046,1,WB1,8,1
J0046,1,WB2,7,1
J0046,1,WB3,8,1
J0046,1,WB4,7,1
J0046,2,LAB1,11,1
J0046,2,LAB2,11,1
J0046,2,LAB3,9,1
J0046,3,HOP3,24,1
J0046,3,HOP5,23,1
J0046,3,HOP6,17,1
J0046,4,WB1,6,1
J0046,4,WB2,5,1
J0046,4,WB3,5,1
J0046,4,WB4,6,1
J0047,1,WB1,7,1
J0047,1,WB2,7,1
J0047,1,WB3,8,1
J0047,1,WB4,8,1
J0047,2,LAB1,16,1
J0047,2,LAB2,18,1
J0047,2,LAB3,21,1
J0047,3,HOP1,33,1
J0047,3,HOP2,28,1
J0047,3,HOP6,26,1
J0047,4,WB1,5,1
J0047,4,WB2,6,1
J0047,4,WB3,6,1
J0047,4,WB4,6,1
J0048,1,WB1,9,1
J0048,1,WB2,8,1
J0048,1,WB3,10,1
J0048,1,WB4,8,1
J0048,2,LAB1,16,1
J0048,2,LAB2,15,1
J0048,2,LAB3,12,1
J0048,3,HOP1,30,1
J0048,3,HOP3,32,1
J0048,3,HOP4,26,1
J0048,3,HOP6,25,1
J0048,4,WB1,5,1
J0048,4,WB2,7,1
J0048,4,WB3,6,1
J0048,4,WB4,8,1
J0049,1,WB1,6,1
J0049,1,WB2,9,1
J0049,1,WB3,7,1
J0049,1,WB4,8,1
J0049,2,LAB1,14,1
J0049,2,LAB2,10,1
J0049,2,LAB3,12,1
J0049,3,HOP1,26,1
J0049,3,HOP3,23,1
J0049,3,HOP4,22,1
J0049,3,HOP6,22,1
J0049,4,WB1,5,1
J0049,4,WB2,6,1
J0049,4,WB3,6,1
J0049,4,WB4,6,1
J0050,1,WB1,8,1
J0050,1,WB2,8,1
J0050,1,WB3,7,1
J0050,1,WB4,8,1
J0050,2,LAB1,18,1
J0050,2,LAB2,16,1
J0050,2,LAB3,17,1
J0050,3,HOP1,36,1
J0050,3,HOP3,36,1
J0050,3,HOP4,32,1
J0050,3,HOP6,30,1
J0050,4,WB1,6,1
J0050,4,WB2,6,1
J0050,4,WB3,7,1
J0050,4,WB4,7,1
J0051,1,WB1,8,1
J0051,1,WB2,7,1
J0051,1,WB3,10,1
J0051,1,WB4,7,1
J0051,2,LAB1,11,1
J0051,2,LAB2,10,1
J0051,2,LAB3,10,1
J0051,3,HOP3,28,1
J0051,3,HOP5,24,1
J0051,3,HOP6,23,1
J0051,4,WB1,6,1
J0051,4,WB2,6,1
J0051,4,WB3,6,1
J0051,4,WB4,6,1
J0052,1,WB1,8,1
J0052,1,WB2,8,1
J0052,1,WB3,9,1
J0052,1,WB4,9,1
J0052,2,LAB1,10,1
J0052,2,LAB2,13,1
J0052,2,LAB3,10,1
J0052,3,HOP3,28,1
J0052,3,HOP5,26,1
J0052,3,HOP6,22,1
J0052,4,WB1,7,1
J0052,4,WB2,6,1
J0052,4,WB3,7,1
J0052,4,WB4,6,1
J0053,1,WB1,8,1
J0053,1,WB2,7,1
J0053,1,WB3,7,1
J0053,1,WB4,7,1
J0053,2,LAB1,12,1
J0053,2,LAB2,14,1
J0053,2,LAB3,14,1
J0053,3,HOP1,27,1
J0053,3,HOP3,31,1
J0053,3,HOP4,27,1
J0053,3,HOP6,24,1
J0053,4,WB1,6,1
J0053,4,WB2,6,1
J0053,4,WB3,6,1
J0053,4,WB4,6,1
J0054,1,WB1,8,1
J0054,1,WB2,7,1
J0054,1,WB3,7,1
J0054,1,WB4,8,1
J0054,2,LAB1,16,1
J0054,2,LAB2,17,1
J0054,2,LAB3,16,1
J0054,3,HOP1,35,1
J0054,3,HOP2,27,1
J0054,3,HOP6,26,1
J0054,4,WB1,5,1
J0054,4,WB2,6,1
J0054,4,WB3,6,1
J0054,4,WB4,6,1
J0055,1,WB1,9,1
J0055,1,WB2,8,1
J0055,1,WB3,8,1
J0055,1,WB4,8,1
J0055,2,LAB1,19,1
J0055,2,LAB2,17,1
J0055,2,LAB3,18,1
J0055,3,HOP1,36,1
J0055,3,HOP2,33,1
J0055,3,HOP6,30,1
J0055,4,WB1,6,1
J0055,4,WB2,6,1
J0055,4,WB3,6,1
J0055,4,WB4,7,1
J0056,1,WB1,9,1
J0056,1,WB2,7,1
J0056,1,WB3,8,1
J0056,1,WB4,8,1
J0056,2,LAB1,18,1
J0056,2,LAB2,16,1
J0056,2,LAB3,17,1
J0056,3,HOP1,35,1
J0056,3,HOP2,29,1
J0056,3,HOP6,28,1
J0056,4,WB1,6,1
J0056,4,WB2,6,1
J0056,4,WB3,6,1
J0056,4,WB4,6,1
J0057,1,WB1,8,1
J0057,1,WB2,6,1
J0057,1,WB3,8,1
J0057,1,WB4,8,1
J0057,2,LAB1,13,1
J0057,2,LAB2,14,1
J0057,2,LAB3,14,1
J0057,3,HOP1,26,1
J0057,3,HOP3,26,1
J0057,3,HOP4,22,1
J0057,3,HOP6,23,1
J0057,4,WB1,5,1
J0057,4,WB2,6,1
J0057,4,WB3,5,1
J0057,4,WB4,6,1
J0058,1,WB1,8,1
J0058,1,WB2,7,1
J0058,1,WB3,9,1
J0058,1,WB4,8,1
J0058,2,LAB1,18,1
J0058,2,LAB2,15,1
J0058,2,LAB3,19,1
J0058,3,HOP1,34,1
J0058,3,HOP2,31,1
J0058,3,HOP6,30,1
J0058,4,WB1,5,1
J0058,4,WB2,6,1
J0058,4,WB3,6,1
J0058,4,WB4,6,1
J0059,1,WB1,8,1
J0059,1,WB2,8,1
J0059,1,WB3,9,1
J0059,1,WB4,8,1
J0059,2,LAB1,12,1
J0059,2,LAB2,16,1
J0059,2,LAB3,12,1
J0059,3,HOP1,30,1
J0059,3,HOP3,28,1
J0059,3,HOP4,25,1
J0059,3,HOP6,21,1
J0059,4,WB1,6,1
J0059,4,WB2,6,1
J0059,4,WB3,6,1
J0059,4,WB4,7,1
J0060,1,WB1,7,1
J0060,1,WB2,8,1
J0060,1,WB3,9,1
J0060,1,WB4,7,1
J0060,2,LAB1,14,1
J0060,2,LAB2,14,1
J0060,2,LAB3,12,1
J0060,3,HOP1,26,1
J0060,3,HOP2,24,1
J0060,3,HOP6,22,1
J0060,4,WB1,6,1
J0060,4,WB2,6,1
J0060,4,WB3,6,1
J0060,4,WB4,6,1
J0061,1,WB1,8,1
J0061,1,WB2,8,1
J0061,1,WB3,9,1
J0061,1,WB4,8,1
J0061,2,LAB1,17,1
J0061,2,LAB2,16,1
J0061,2,LAB3,19,1
J0061,3,HOP1,33,1
J0061,3,HOP2,32,1
J0061,3,HOP6,25,1
J0061,4,WB1,5,1
J0061,4,WB2,6,1
J0061,4,WB3,6,1
J0061,4,WB4,6,1
J0062,1,WB1,7,1
J0062,1,WB2,8,1
J0062,1,WB3,7,1
J0062,1,WB4,8,1
J0062,2,LAB1,13,1
J0062,2,LAB2,14,1
J0062,2,LAB3,13,1
J0062,3,HOP1,28,1
J0062,3,HOP3,33,1
J0062,3,HOP4,25,1
J0062,3,HOP6,24,1
J0062,4,WB1,6,1
J0062,4,WB2,6,1
J0062,4,WB3,7,1
J0062,4,WB4,6,1
J0063,1,WB1,8,1
J0063,1,WB2,7,1
J0063,1,WB3,7,1
J0063,1,WB4,7,1
J0063,2,LAB1,13,1
J0063,2,LAB2,13,1
J0063,2,LAB3,13,1
J0063,3,HOP1,30,1
J0063,3,HOP2,21,1
J0063,3,HOP6,22,1
J0063,4,WB1,7,1
J0063,4,WB2,6,1
J0063,4,WB3,6,1
J0063,4,WB4,7,1
J0064,1,WB1,8,1
J0064,1,WB2,7,1
J0064,1,WB3,7,1
J0064,1,WB4,8,1
J0064,2,LAB1,15,1
J0064,2,LAB2,14,1
J0064,2,LAB3,13,1
J0064,3,HOP1,31,1
J0064,3,HOP2,24,1
J0064,3,HOP6,23,1
J0064,4,WB1,7,1
J0064,4,WB2,6,1
J0064,4,WB3,6,1
J0064,4,WB4,7,1
J0065,1,WB1,8,1
J0065,1,WB2,8,1
J0065,1,WB3,9,1
J0065,1,WB4,8,1
J0065,2,LAB1,12,1
J0065,2,LAB2,14,1
J0065,2,LAB3,12,1
J0065,3,HOP1,29,1
J0065,3,HOP3,35,1
J0065,3,HOP4,24,1
J0065,3,HOP6,24,1
J0065,4,WB1,6,1
J0065,4,WB2,6,1
J0065,4,WB3,6,1
J0065,4,WB4,6,1
J0066,1,WB1,7,1
J0066,1,WB2,8,1
J0066,1,WB3,8,1
J0066,1,WB4,9,1
J0066,2,LAB1,13,1
J0066,2,LAB2,14,1
J0066,2,LAB3,12,1
J0066,3,HOP1,29,1
J0066,3,HOP3,28,1
J0066,3,HOP4,23,1
J0066,3,HOP6,23,1
J0066,4,WB1,5,1
J0066,4,WB2,8,1
J0066,4,WB3,6,1
J0066,4,WB4,6,1
J0067,1,WB1,8,1
J0067,1,WB2,8,1
J0067,1,WB3,9,1
J0067,1,WB4,8,1
J0067,2,LAB1,15,1
J0067,2,LAB2,15,1
J0067,2,LAB3,15,1
J0067,3,HOP1,35,1
J0067,3,HOP3,38,1
J0067,3,HOP4,29,1
J0067,3,HOP6,30,1
J0067,4,WB1,6,1
J0067,4,WB2,6,1
