job_id,op_seq,machine_id,proc_time_min,setup_included
J0015,3,HOP1,25,1
J0015,3,HOP2,33,1
J0015,3,HOP3,27,1
J0015,4,WB1,6,1
J0015,4,WB2,6,1
J0016,1,WB1,8,1
J0016,1,WB2,8,1
J0016,2,LAB1,12,1
J0016,2,LAB2,11,1
J0016,3,HOP1,31,1
J0016,3,HOP2,40,1
J0016,3,HOP3,28,1
J0016,4,WB1,6,1
J0016,4,WB2,7,1
J0017,1,WB1,7,1
J0017,1,WB2,8,1
J0017,2,LAB1,14,1
J0017,2,LAB2,14,1
J0017,3,HOP1,30,1
J0017,3,HOP3,26,1
J0017,4,WB1,6,1
J0017,4,WB2,7,1
J0018,1,WB1,8,1
J0018,1,WB2,8,1
J0018,2,LAB1,19,1
J0018,2,LAB2,18,1
J0018,3,HOP1,32,1
J0018,3,HOP3,32,1
J0018,4,WB1,5,1
J0018,4,WB2,6,1
J0019,1,WB1,9,1
J0019,1,WB2,7,1
J0019,2,LAB1,13,1
J0019,2,LAB2,16,1
J0019,3,HOP1,28,1
J0019,3,HOP3,25,1
J0019,4,WB1,7,1
J0019,4,WB2,6,1
J0020,1,WB1,8,1
J0020,1,WB2,7,1
J0020,2,LAB1,14,1
J0020,2,LAB2,13,1
J0020,3,HOP1,27,1
J0020,3,HOP3,28,1
J0020,4,WB1,5,1
J0020,4,WB2,6,1
J0021,1,WB1,7,1
J0021,1,WB2,8,1
J0021,2,LAB1,13,1
J0021,2,LAB2,12,1
J0021,3,HOP1,31,1
J0021,3,HOP2,35,1
J0021,3,HOP3,30,1
J0021,4,WB1,6,1
J0021,4,WB2,6,1
J0022,1,WB1,7,1
J0022,1,WB2,8,1
J0022,2,LAB1,14,1
J0022,2,LAB2,13,1
J0022,3,HOP1,27,1
J0022,3,HOP3,28,1
J0022,4,WB1,6,1
J0022,4,WB2,6,1
J0023,1,WB1,7,1
J0023,1,WB2,8,1
J0023,2,LAB1,14,1
J0023,2,LAB2,14,1
J0023,3,HOP1,31,1
J0023,3,HOP3,29,1
J0023,4,WB1,6,1
J0023,4,WB2,7,1
J0024,1,WB1,9,1
J0024,1,WB2,8,1
J0024,2,LAB1,17,1
J0024,2,LAB2,17,1
J0024,3,HOP1,40,1
J0024,3,HOP3,33,1
J0024,4,WB1,8,1
J0024,4,WB2,6,1
J0025,1,WB1,8,1
J0025,1,WB2,7,1
J0025,2,LAB1,13,1
J0025,2,LAB2,13,1
J0025,3,HOP1,29,1
J0025,3,HOP3,25,1
J0025,4,WB1,7,1
J0025,4,WB2,6,1
J0026,1,WB1,7,1
J0026,1,WB2,8,1
J0026,2,LAB1,17,1
J0026,2,LAB2,16,1
J0026,3,HOP1,35,1
J0026,3,HOP3,32,1
J0026,4,WB1,6,1
J0026,4,WB2,6,1
J0027,1,WB1,9,1
J0027,1,WB2,8,1
J0027,2,LAB1,15,1
J0027,2,LAB2,15,1
J0027,3,HOP1,32,1
J0027,3,HOP3,28,1
J0027,4,WB1,6,1
J0027,4,WB2,7,1
J0028,1,WB1,9,1
J0028,1,WB2,8,1
J0028,2,LAB1,14,1
J0028,2,LAB2,17,1
J0028,3,HOP1,29,1
J0028,3,HOP3,29,1
J0028,4,WB1,5,1
J0028,4,WB2,6,1
J0029,1,WB1,7,1
J0029,1,WB2,7,1
J0029,2,LAB1,9,1
J0029,2,LAB2,9,1
J0029,3,HOP2,32,1
J0029,3,HOP3,22,1
J0029,4,WB1,6,1
J0029,4,WB2,7,1
J0030,1,WB1,8,1
J0030,1,WB2,8,1
J0030,2,LAB1,14,1
J0030,2,LAB2,12,1
J0030,3,HOP1,29,1
J0030,3,HOP3,31,1
J0030,4,WB1,6,1
J0030,4,WB2,6,1
J0031,1,WB1,9,1
J0031,1,WB2,7,1
J0031,2,LAB1,12,1
J0031,2,LAB2,12,1
J0031,3,HOP1,28,1
J0031,3,HOP2,36,1
J0031,3,HOP3,25,1
J0031,4,WB1,6,1
J0031,4,WB2,6,1
J0032,1,WB1,8,1
J0032,1,WB2,8,1
J0032,2,LAB1,17,1
J0032,2,LAB2,13,1
J0032,3,HOP1,26,1
J0032,3,HOP3,28,1
J0032,4,WB1,6,1
J0032,4,WB2,6,1
J0033,1,WB1,8,1
J0033,1,WB2,7,1
J0033,2,LAB1,15,1
J0033,2,LAB2,15,1
J0033,3,HOP1,25,1
J0033,3,HOP3,30,1
J0033,4,WB1,6,1
J0033,4,WB2,6,1
J0034,1,WB1,7,1
J0034,1,WB2,7,1
J0034,2,LAB1,12,1
J0034,2,LAB2,13,1
J0034,3,HOP1,25,1
J0034,3,HOP2,32,1
J0034,3,HOP3,23,1
J0034,4,WB1,6,1
J0034,4,WB2,6,1
J0035,1,WB1,7,1
J0035,1,WB2,8,1
J0035,2,LAB1,14,1
J0035,2,LAB2,13,1
J0035,3,HOP2,40,1
J0035,3,HOP3,33,1
J0035,4,WB1,6,1
J0035,4,WB2,6,1
J0036,1,WB1,7,1
J0036,1,WB2,7,1
J0036,2,LAB1,14,1
J0036,2,LAB2,15,1
J0036,3,HOP1,29,1
J0036,3,HOP3,29,1
J0036,4,WB1,6,1
J0036,4,WB2,6,1
J0037,1,WB1,7,1
J0037,1,WB2,7,1
J0037,2,LAB1,15,1
J0037,2,LAB2,18,1
J0037,3,HOP1,25,1
J0037,3,HOP3,26,1
J0037,4,WB1,6,1
J0037,4,WB2,6,1
J0038,1,WB1,9,1
J0038,1,WB2,7,1
J0038,2,LAB1,14,1
J0038,2,LAB2,15,1
J0038,3,HOP1,31,1
J0038,3,HOP3,28,1
J0038,4,WB1,6,1
J0038,4,WB2,8,1
J0039,1,WB1,8,1
J0039,1,WB2,8,1
J0039,2,LAB1,14,1
J0039,2,LAB2,14,1
J0039,3,HOP1,26,1
J0039,3,HOP3,26,1
J0039,4,WB1,6,1
J0039,4,WB2,6,1
J0040,1,WB1,7,1
J0040,1,WB2,7,1
J0040,2,LAB1,12,1
J0040,2,LAB2,16,1
J0040,3,HOP1,30,1
J0040,3,HOP3,28,1
J0040,4,WB1,6,1
J0040,4,WB2,7,1
